3.7	2.2375906606999996	0.08	0.08
3.73	2.1079399999999993	0.08	0.14
3.75	2.495064669649999	0.09	0.12
3.76	2.8467015630949994	0.11	0.13
3.764	3.3792556606999997	0.27	0.29
3.768	3.8332493392999996	0.33	0.25
3.77	3.5443943392999993	0.14	0.19
3.772	3.1061599999999996	0.24	0.23
3.776	3.2397406606999994	0.26	0.19
3.78	3.261434339299999	0.12	0.12
3.79	2.6325949999999994	0.11	0.1
3.81	2.4046943392999993	0.1	0.12
3.85	2.4832353303499994	0.11	0.13
3.89	2.6560965630949993	0.11	0.15
3.93	3.1925806606999996	0.14	0.17
3.94	2.9587653303499994	0.13	0.19
3.95	2.978494006984999	0.13	0.17
3.96	2.7975765630949994	0.12	0.17
3.97	3.2908503303499996	0.13	0.13
3.98	3.133591563094999	0.14	0.16
3.99	3.0727943392999992	0.15	0.18
4	3.1965303303499994	0.14	0.15
4.01	3.6033836766349996	0.16	0.2
4.02	4.6016036766349995	0.16	0.21
4.027	4.797966112879999	0.18	0.21
4.03	4.803880782529999	0.2	0.23
4.033	4.528800330349999	0.17	0.22
4.04	4.530785	0.17	0.19
4.05	4.2085643393	0.17	0.22
4.06	4.501369006985	0.19	0.19
4.07	3.9688146696499995	0.2	0.19
4.08	4.063134669649999	0.21	0.18
4.09	3.9137749999999993	0.17	0.18
4.1	3.8626654502149993	0.16	0.18
4.11	3.8449214432299996	0.16	0.19
4.12	4.055254999999999	0.24	0.23
4.13	3.9491057825299993	0.15	0.17
4.14	3.8174899999999994	0.15	0.18
4.15	4.177006443229999	0.18	0.19
4.16	4.0710143393	0.15	0.16
4.17	4.039476112879999	0.15	0.19
4.18	4.0729990069849995	0.17	0.18
4.19	3.9019457825299995	0.14	0.14
4.2	3.7703299999999995	0.16	0.16
4.21	3.119954339299999	0.16	0.17
4.22	3.5443943392999993	0.15	0.2
4.23	3.1474053303499994	0.13	0.15
4.24	3.1886506606999996	0.12	0.15
4.245	2.9429865630949994	0.11	0.14
4.25	2.6817396696499993	0.12	0.13
4.255	2.8506512327449993	0.11	0.14
4.26	2.9429865630949994	0.11	0.14
4.265	3.013804999999999	0.13	0.14
4.27	3.2279115630949993	0.12	0.16
4.28	3.062949669649999	0.12	0.15
4.3	3.0923656606999996	0.12	0.12
4.32	2.9254193392999994	0.12	0.14
4.34	3.2063946696499994	0.15	0.18
4.35	3.4009493392999994	0.14	0.14
4.36	3.3891199999999992	0.13	0.18
4.38	3.4520393392999993	0.15	0.17
4.39	3.4873699999999994	0.16	0.16
4.4	4.045390782529999	0.16	0.19
4.41	4.002180330349999	0.15	0.2
4.42	3.8391640069849995	0.14	0.17
4.43	4.078913676635	0.16	0.2
4.44	3.8056607825299995	0.17	0.17
4.45	3.6562815630949994	0.15	0.17
4.46	3.5581886766349995	0.17	0.16
4.48	3.4342953303499995	0.17	0.18
4.5	3.3989646696499993	0.14	0.15
4.52	3.1925806606999996	0.13	0.15
4.54	3.1886506606999996	0.14	0.18
4.56	3.5876046696499992	0.13	0.16
4.6	3.2809859930149994	0.11	0.16
4.8	3.6760099999999993	0.14	0.19
